Sample Rate,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duration,813.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment,Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beacon Markers,84.7,159.948,232.269,303.252,372.743,442.36,511.191,581.397,649.906,734.443,813.994,,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment Times,01:24.7,01:15.2,01:12.3,01:11.0,01:09.5,01:09.6,01:08.8,01:10.2,01:08.5,01:24.5,01:19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,LoggerTemp,Battery,Predictive Time,#NAME?,Engine RPM,Speed,Gear,Water Temp,Head Temp,Exhaust Temp,Oil Temp,Oil Press,Brake Press,Throttle Pos,Brake Pos,Clutch Pos,Steering Pos,Lambda,Lateral Acc,Inline Acc,Fuel Level,Battery Voltage,Vertical Acc,Distance on GPS Speed,Distance on Vehicle Speed
s,km/h, ,g,g,deg,deg,deg/s,m,mm,km/h,m,deg,deg,°C,V, , ,rpm,km/h,gear,°C,°C,°C,°C,bar,bar,%,%,%,deg,lambda,g,g,%,V,g,m,m
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.7,83.5962,13,-1.072,0.3653,0.5425,-57.909,-26.1262,333.2327,3.3,0.1745,50.925,10.90129792,77.05419449,40.0321,3.8121,72321,0,4719,84,2,79.5,35.7,35.7,71.2,4.51,-0.21,38,-21.9375,0,-53.3333,0,-1.3289,0.2044,0,12.3,0,3965.6785,4041.1943
152.75,84.1124,13,-1.0417,0.3475,0.5044,-59.2454,-25.1962,333.2116,3.3,0.178,53.1307,10.90130325,77.05418513,40.0484,3.8114,72321,0,4719,84,2,79.5,35.7,35.7,71.2,4.51,-0.21,38,-1,0,-54.3478,0,-1.9052,-0.1713,0,12.3,0,3966.8428,4042.3774
152.8,84.6337,13,-0.9866,0.3118,0.4898,-60.3048,-23.694,333.2106,3.3,0.17,56.8494,10.90130844,77.05417557,40.0647,3.8107,72321,0,4881.8853,86.3607,2,79.5,35.7,35.7,71.2,4.5671,-0.2143,38,-1,0,-51,0,-2.24,-0.64,0,12.3,0,3968.0142,4043.5603
152.85,84.9708,13,-0.9258,0.2821,0.4725,-61.5444,-22.0954,333.2241,3.3,0.173,61.205,10.90131333,77.05416585,40.0514,3.8109,72321,0,4926,87,2,79.5,35.7,35.7,71.2,4.6,-0.22,38,-1,0,-51,0,-2.24,-0.64,0,12.3,0,3969.1919,4044.7659
152.9,85.5909,12,-0.9246,0.2549,0.4719,-62.7212,-21.9413,333.2297,3.3,0.18,62.0849,10.90131816,77.05415593,40.0242,3.8116,72321,0,4957.0254,87.2405,2,79.476,35.7,35.7,71.2174,4.6017,-0.22,38,-1,0,-51,0,-2.24,-0.64,0,12.3,0,3970.3765,4045.9714
152.95,86.0298,12,-0.94,0.2409,0.4467,-63.6068,-22.1953,333.2141,3.3,0.172,61.689,10.90132294,77.05414591,39.997,3.8122,72321,0,5038.6709,87.8734,2,79.4127,35.7,35.7,71.3623,4.6162,-0.1753,34.0882,-1,0,-33.2535,0,-1.3738,-0.7541,0,12.3,0,3971.5681,4047.1885
153,86.5284,12,-0.9628,0.2503,0.3846,-64.6118,-22.6231,333.1817,3.3,0.1695,60.8733,10.90132752,77.0541358,39.9698,3.8128,72321,0,5055,88,2,79.4,35.7,35.7,71.4,4.62,-0.14,31,-1,0,-9,0,-0.19,-0.91,0,12.3,0,3972.7659,4048.4055
153.05,86.9302,12,-1.0011,0.2568,0.3732,-65.5452,-23.4067,333.1752,3.3,0.16,59.1087,10.90133194,77.05412556,39.9426,3.8134,72321,0,5108.2256,88.9677,2,79.4,35.7,35.7,71.4,4.6353,-0.1475,31,-1,0,-9,0,-0.19,-0.91,0,12.3,0,3973.9707,4049.6416
153.1,87.2548,12,-1.0279,0.2964,0.3634,-66.791,-23.91,333.1725,3.3,0.16,58.0805,10.90133609,77.05411512,39.9154,3.8141,72321,0,5165,90,2,79.4,35.7,35.7,71.4,4.67,-0.1892,31,-1,0,-17.6557,0,-0.2215,-0.5166,0,12.3,0,3975.1802,4050.8777
153.15,87.7751,12,-1.0607,0.3447,0.3307,-68.3722,-24.5279,333.1485,3.3,0.176,56.9549,10.90133998,77.05410435,39.8882,3.8147,72321,0,5165,90,2,79.4,35.7,35.7,71.4,4.67,-0.19,31,-1,0,-20,0,-0.23,-0.41,0,12.3,0,3976.3955,4052.1277
153.2,88.5707,12,-1.0948,0.373,0.2717,-69.7363,-25.1461,333.1063,3.3,0.19,56.0582,10.90134372,77.05409341,39.861,3.8153,72321,0,5165,90,2,79.4,35.7,35.7,71.4,4.67,-0.19,31,-1,0,-20,0,-0.23,-0.41,0,12.3,0,3977.6191,4053.3777
153.25,89.3084,12,-1.1017,0.401,0.2317,-71.1893,-25.1197,333.0787,3.3,0.19,56.5847,10.90134711,77.05408239,39.8338,3.8159,72321,0,5116.5,90.5,2,79.4,35.7,35.7,71.4,4.6765,-0.1997,32.7742,-1,0,-20,0,-0.23,-0.41,0,12.3,0,3978.855,4054.6348
153.3,89.9061,12,-1.0704,0.406,0.1912,-72.294,-24.2167,333.0443,3.3,0.19,59.0874,10.90135045,77.05407121,39.8066,3.8165,72321,0,5068,91,2,79.4,35.7,35.7,71.4176,4.6918,-0.2481,41.6452,-1,0,-44.5,0,-0.9571,-0.6787,0,12.3,0,3980.0994,4055.8916
153.35,90.7491,12,-1.0359,0.3777,0.1669,-73.1175,-23.2543,333.0213,3.3,0.182,62.1097,10.90135371,77.05405984,39.7794,3.8172,72321,0,5068,91,2,79.4,35.7,35.7,71.5647,4.7065,-0.3265,41.3043,-1,0,-48.791,0,-0.5094,-0.4684,0,12.3,0,3981.3533,4057.1609
153.4,91.4712,12,-0.9772,0.3766,0.1463,-74.2264,-21.7789,333.0006,3.3,0.169,66.8449,10.90135677,77.05404839,39.7522,3.8178,72321,0,5208.8525,91.7869,2,79.4,35.7,35.7,71.6,4.71,-0.36,41,-1,0,-47,0,0.01,-0.24,0,12.3,0,3982.6179,4058.4302
153.45,92.0889,12,-0.9143,0.3487,0.1269,-75.2321,-20.2347,332.9793,3.3,0.15,72.4319,10.90135954,77.05403673,39.725,3.8184,72321,0,5317.2466,93.6087,2,79.4,35.7,35.7,71.6,4.7381,-0.3016,41.2537,-40.3284,0,-44.6,0,0.002,-0.2446,0,12.3,0,3983.8931,4059.7273
153.5,92.5584,13,-0.8843,0.3209,0.1032,-76.2307,-19.4413,332.95,3.3,0.15,75.7725,10.90136219,77.05402505,39.6978,3.819,72321,0,5378,95,2,79.4,35.7,35.7,71.6,4.77,-0.13,42,-156,0,-29.6,0,-0.048,-0.2731,0,12.3,0,3985.1755,4061.0244
153.55,92.8993,13,-0.8725,0.2951,0.0631,-77.2534,-19.0684,332.9129,3.3,0.15,77.5388,10.90136471,77.05401329,39.6706,3.8197,72321,0,5378,95,2,79.4,35.7,35.7,71.6,4.77,-0.13,42,-156,0,-26,0,-0.06,-0.28,0,12.3,0,3986.4631,4062.3438
153.6,93.2464,13,-0.8562,0.2923,0.068,-78.178,-18.6083,332.894,3.3,0.1495,79.7528,10.90136706,77.05400153,39.6434,3.8203,72321,0,5378,95,2,79.4,35.7,35.7,71.6,4.77,-0.13,42,-156,0,-26,0,-0.06,-0.28,0,12.3,0,3987.7554,4063.6633
153.65,93.7687,13,-0.8105,0.304,0.0627,-79.0146,-17.5211,332.8759,3.3,0.14,85.1758,10.90136913,77.05398955,39.6162,3.8209,72321,0,5472.0293,95.6765,2,79.4,35.7,35.7,71.6,4.78,-0.1123,43.1803,-168.9836,0,-25.2063,0,-0.1838,-0.2022,0,12.3,0,3989.0547,4064.9897
153.7,94.3569,13,-0.7661,0.3348,0.0427,-79.9055,-16.4687,332.8513,3.3,0.14,91.1874,10.90137103,77.05397752,39.589,3.8215,72321,0,5517,96,2,79.4,35.7,35.7,71.6,4.79,-0.07,46,-179.8116,0,-21.2381,0,-0.8029,0.1867,0,12.3,0,3990.3608,4066.3162
153.75,95.3542,13,-0.7138,0.3631,0.0199,-80.866,-15.2484,332.8223,3.3,0.148,99.526,10.9013728,77.05396519,39.5618,3.8221,72321,0,5526.1665,96.3333,2,79.4,35.7,35.7,71.6,4.79,-0.07,46,-35.6087,0,-6.4853,0,-0.3493,0.3897,0,12.3,0,3991.6775,4067.6633
153.8,96.2575,13,-0.6439,0.3778,0.0181,-81.6002,-13.6611,332.7957,3.3,0.14,112.1418,10.90137447,77.05395275,39.5346,3.8228,72321,0,5572,98,2,79.4,35.7,35.7,71.6,4.8136,-0.07,46,-1,0,0,0,-0.13,0.47,0,12.3,0,3993.0073,4069.0105
153.85,96.6093,13,-0.617,0.4149,-0.0096,-82.2598,-12.9996,332.7628,3.3,0.137,118.2793,10.90137594,77.05394048,39.5228,3.8226,72321,0,5707.1851,98.6173,2,79.4,35.7514,35.7514,71.6514,4.856,-0.0901,46,-1,0,2.5,0,-0.1369,0.37,0,12.3,0,3994.3467,4070.3784
153.9,97.321,13,-0.6219,0.4447,-0.0502,-82.5943,-13.0031,332.7017,3.3,0.13,119.1189,10.90137759,77.05392791,39.5181,3.8221,72321,0,5791,99,2,79.4,35.8,35.8,71.7,4.89,-0.12,46,-1,0,15,0,-0.1717,-0.13,0,12.3,0,3995.6934,4071.7466
153.95,98.0701,13,-0.6327,0.4441,-0.078,-82.894,-13.1223,332.6499,3.3,0.122,118.9452,10.90137914,77.05391522,39.5134,3.8216,72321,0,5791,99,2,79.4,35.8,35.8,71.7,4.89,-0.12,46,-1,0,18,0,-0.18,-0.25,0,12.3,0,3997.0496,4073.1216
154,98.8129,13,-0.6443,0.4402,-0.1144,-83.5869,-13.2569,332.5973,3.3,0.13,118.6295,10.90138041,77.0539025,39.5088,3.821,72321,0,5791,99,2,79.4,35.8,35.8,71.7,4.89,-0.12,46,-1,0,18,0,-0.18,-0.25,0,12.3,0,3998.416,4074.4966
154.05,99.607,13,-0.6791,0.4192,-0.1639,-84.6618,-13.8665,332.5314,3.3,0.133,114.3253,10.90138137,77.05388953,39.5041,3.8205,72321,0,5669.0723,99.6812,2,79.4,35.8,35.8,71.7,4.905,-0.138,61.6,-1,0,8.1562,0,-0.2034,-0.25,0,12.3,0,3999.7944,4075.8784
154.1,100.5037,13,-0.694,0.4114,-0.206,-85.5073,-14.0664,332.4687,3.3,0.14,113.715,10.90138215,77.05387653,39.4994,3.82,72321,0,5612,100,2,79.4,35.8,35.8,71.7,4.92,-0.1635,98,-1,0,-41.0625,0,-0.3206,-0.25,0,12.3,0,4001.1841,4077.2605
154.15,101.133,13,-0.7116,0.4163,-0.2537,-86.334,-14.3194,332.4126,3.3,0.14,112.4058,10.90138276,77.0538634,39.4948,3.8195,72321,0,5649.6665,100.6667,2,79.4,35.8,35.8,71.7,4.92,-0.0606,98,-1,0,-30.5821,0,-0.2339,-0.1745,0,12.3,0,4002.5842,4078.6772
154.2,101.9392,13,-0.7304,0.404,-0.2638,-87.0495,-14.5926,332.378,3.3,0.1395,111.1802,10.90138326,77.05385019,39.4901,3.8189,72321,0,5838,104,2,79.4,35.8,35.8,71.7,4.9357,-0.04,98,-1,0,-24,0,-0.19,-0.14,0,12.3,0,4003.9934,4080.094
154.25,102.6089,13,-0.7316,0.4131,-0.2853,-87.6453,-14.5156,332.3398,3.3,0.136,112.5045,10.9013837,77.05383698,39.4855,3.8184,72321,0,5838,104,2,79.4,35.8,35.8,71.7,4.9449,-0.2267,98,-1,0,-23.125,0,-0.3512,-0.2462,0,12.3,0,4005.4146,4081.543
154.3,103.0966,13,-0.6938,0.4154,-0.2993,-88.129,-13.6704,332.3073,3.3,0.15,120.0285,10.90138401,77.05382378,39.4808,3.8179,72321,0,5848.1816,104.6364,2,79.4,35.8,35.8,71.7,4.95,-0.6711,98,-1,0,-18.75,0,-1.1575,-0.7775,0,12.3,0,4006.843,4082.9917
154.35,103.9764,13,-0.6432,0.3962,-0.3186,-88.7944,-12.5829,332.2642,3.3,0.15,131.5148,10.90138416,77.05381027,39.4761,3.8173,72321,0,5866.3638,105.7727,2,79.4,35.8,35.8,71.7,4.95,-0.68,98,-1,0,-17,0,-1.48,-0.99,0,12.3,0,4008.2803,4084.4546
154.4,104.69,13,-0.577,0.4091,-0.3443,-89.3968,-11.2121,332.2182,3.3,0.151,148.6067,10.90138416,77.05379678,39.4715,3.8168,72321,0,5870,106,2,79.4,35.8,35.8,71.7,4.95,-0.68,98,-1,0,-17,0,-1.48,-0.99,0,12.3,0,4009.7285,4085.9172
154.45,105.3533,13,-0.557,0.419,-0.3444,-89.9871,-10.7492,332.1878,3.3,0.17,155.9888,10.90138398,77.05378314,39.4668,3.8163,72321,0,5900.0894,106.2687,2,79.4,35.8161,35.8161,71.6839,4.9516,-0.68,98,-1,0,-17,0,-0.9226,-0.6539,0,12.3,0,4011.1875,4087.3965
154.5,106.0944,13,-0.5905,0.4246,-0.3333,-90.5567,-11.3157,332.1689,3.3,0.17,149.2213,10.90138363,77.05376952,39.4621,3.8158,72321,0,5983.2856,107.0159,2,79.4,35.8968,35.8968,71.6032,4.9597,-0.3323,98,-1,0,-17,0,-0.8,-0.58,0,12.3,0,4012.6558,4088.8757
154.55,106.852,13,-0.6317,0.4463,-0.3427,-91.1447,-12.0196,332.1436,3.3,0.17,141.486,10.90138325,77.05375576,39.4575,3.8152,72321,0,6047.5713,107.8095,2,79.4,35.9,35.9,71.6,4.967,-0.2897,98,-1,0,-15.8,0,-0.912,-0.668,0,12.3,0,4014.134,4090.3689
154.6,107.6446,13,-0.6444,0.4753,-0.3519,-91.6739,-12.1714,332.0974,3.3,0.1705,140.7577,10.90138269,77.05374185,39.4528,3.8147,72321,0,6063,108,2,79.4,35.9,35.9,71.6,4.97,-0.33,98,-1,0,-14.1143,0,-0.9349,-0.6046,0,12.3,0,4015.6228,4091.8621
154.65,108.859,13,-0.6245,0.464,-0.3905,-92.2674,-11.7062,332.0437,3.3,0.18,148.0024,10.90138195,77.05372763,39.4481,3.8142,72321,0,5982.3506,109.0519,2,79.4,35.9,35.9,71.6,4.9786,-0.3255,98,-1,0,-14.8286,0,-0.0277,0.6169,0,12.3,0,4017.1272,4093.3828
154.7,109.55,13,-0.6099,0.4645,-0.4016,-92.9118,-11.3469,331.9964,3.3,0.1745,153.6587,10.90138101,77.05371362,39.4435,3.8137,72321,0,5833,111,2,79.4,35.9,35.9,71.6,5.0039,-0.293,98,-1,0,-15,0,0.19,0.91,0,12.3,0,4018.644,4094.9038
154.75,110.1237,13,-0.5744,0.4669,-0.4066,-93.5861,-10.6067,331.9489,3.3,0.178,165.2427,10.90137994,77.05369946,39.4388,3.8131,72321,0,5833,111,2,79.4,35.9,35.9,71.6,4.9286,-0.2706,98,-1,0,-14.7353,0,-0.1171,0.7009,0,12.3,0,4020.1694,4096.4531
154.8,111.0433,13,-0.5333,0.4731,-0.4236,-94.0646,-9.7735,331.9118,3.3,0.1805,180.8257,10.90137885,77.05368513,39.4342,3.8126,72321,0,5507.2676,112.0986,2.5493,79.4,35.9,35.9,71.6,4.86,-0.26,98,-1,0,-14,0,-0.97,0.12,0,12.3,0,4021.7041,4098.0024
154.85,111.7695,13,-0.5314,0.4938,-0.4195,-94.481,-9.6671,331.8829,3.3,0.19,184.0119,10.90137757,77.05367079,39.4174,3.8128,72321,0,5240,113,3,79.4,35.9,35.9,71.6,4.86,-0.26,98,-1,0,-14,0,-0.97,0.12,0,12.2435,0,4023.252,4099.5654
154.9,112.7736,13,-0.5091,0.5044,-0.4197,-94.8008,-9.1889,331.8538,3.3,0.1955,195.3284,10.90137637,77.05365635,39.3948,3.8133,72321,0,5240,113,3,79.4,35.9,35.9,71.6,4.86,-0.26,98,-1,0,-14,0,-0.97,0.12,0,12.2,0,4024.811,4101.1289
154.95,113.7122,13,-0.4886,0.5028,-0.4111,-95.2517,-8.7498,331.8215,3.3,0.2,206.8377,10.9013749,77.05364177,39.3723,3.8138,72321,0,5198.8062,113.6866,3,79.5373,36.1182,36.1182,71.8727,4.8273,-0.2829,98,-1,0,-13.6667,0,-1.06,0.015,0,12.2,0,4026.3833,4102.7051
155,114.4439,13,-0.4632,0.5243,-0.432,-95.6517,-8.229,331.7732,3.3,0.2095,221.3432,10.90137337,77.05362716,39.3498,3.8143,72321,0,5180,114,3,79.6,36.3,36.3,72.1,4.8,-0.3211,98,-1,0,-12,0,-1.51,-0.51,0,12.2,0,4027.967,4104.2812
155.05,115.5066,12,-0.4498,0.5459,-0.4484,-96.0784,-7.9275,331.7292,3.3,0.197,231.8957,10.90137184,77.0536123,39.3273,3.8148,72321,0,5185.0747,114.5075,3,79.6,36.3,36.3,72.1,4.7931,-0.3282,98,-1,0,-10.6111,0,-0.3989,-0.3364,0,12.2,0,4029.5642,4105.8789
155.1,116.697,13,-0.4258,0.5602,-0.4452,-96.5505,-7.4421,331.6872,3.3,0.1735,249.564,10.90137001,77.05359733,39.3048,3.8153,72321,0,5200,116,3,79.6,36.3,36.3,72.1,4.7503,-0.33,98,-1,0,-10,0,0.09,-0.26,0,12.2,0,4031.177,4107.4761
155.15,117.6692,13,-0.4224,0.5693,-0.4473,-96.9284,-7.3201,331.6461,3.3,0.152,255.8375,10.90136817,77.05358228,39.2823,3.8158,72321,0,5315.5737,118.459,3,79.6,36.3,36.3,72.1,4.7279,-0.3253,98,-1,0,-10,0,-0.3475,-0.2711,0,12.2,0,4032.804,4109.1079
155.2,118.3977,13,-0.4307,0.5294,-0.4628,-97.3257,-7.399,331.5915,3.3,0.1295,254.677,10.9013663,77.05356712,39.2598,3.8163,72321,0,5341,119,3,79.6,36.3,36.3,72.1,4.72,-0.32,98,-1,0,-10,0,-1.48,-0.3,0,12.2,0,4034.4426,4110.7397
155.25,119.3019,13,-0.4175,0.5037,-0.4706,-97.6331,-7.1173,331.5281,3.3,0.117,266.7802,10.90136429,77.05355197,39.2372,3.8168,72321,0,5352.48,119.56,3,79.6,36.3,36.3,72.1,4.7241,-0.32,98,-1,0,-10,0,-1.48,-0.3,0,12.2,0,4036.0938,4112.4058
155.3,120.3013,13,-0.3801,0.4891,-0.4861,-97.9041,-6.4317,331.4698,3.3,0.11,297.6913,10.90136214,77.05353658,39.2147,3.8173,72321,0,5379.8135,120.8933,3,79.6,36.3,36.3,72.1,4.7443,-0.3804,98,-1,0,-9.5,0,-0.91,-0.35,0,12.2,0,4037.7578,4114.0718
155.35,121.1856,13,-0.3462,0.4614,-0.482,-98.1507,-5.816,331.4339,3.3,0.11,331.6252,10.90136001,77.05352123,39.1922,3.8178,72321,0,5382,121,3,79.6,36.3,36.3,72.1,4.75,-0.41,98,-1,0,-9,0,-0.34,-0.4,0,12.2,0,4039.4341,4115.7515
155.4,121.9617,13,-0.3095,0.4449,-0.4815,-98.475,-5.1642,331.3924,3.3,0.11,375.873,10.90135771,77.05350569,39.1697,3.8183,72321,0,5382,121,3,79.6,36.3,36.3,72.1,4.75,-0.4146,98.1159,-1,0,-9,0,-0.34,-0.4,0,12.2,0,4041.1218,4117.4312
155.45,122.4723,13,-0.2884,0.4413,-0.5095,-98.7257,-4.7813,331.3355,3.3,0.11,407.6733,10.90135539,77.05349016,39.1472,3.8188,72321,0,5389,121.3333,3,79.5833,36.3,36.3,72.1,4.75,-0.4436,98.8406,-1,0,-8.3056,0,-0.965,-0.3097,0,12.2,0,4042.8196,4119.126
155.5,123.2355,13,-0.2652,0.4266,-0.519,-99.0017,-4.3698,331.284,3.3,0.11,448.8417,10.90135296,77.05347455,39.1247,3.8193,72321,0,5424,123,3,79.5,36.3803,36.3803,72.1,4.7661,-0.45,99,-1,0,-8,0,-1.24,-0.27,0,12.2,0,4044.5256,4120.8203
155.55,124.0846,13,-0.247,0.4354,-0.5245,-99.1712,-4.0444,331.2339,3.22,0.11,488.3,10.90135047,77.05345881,39.1021,3.8198,72321,0,5528.0322,123.8064,3,79.5,36.4,36.4,72.1,4.7941,-0.4177,98.5385,-1,0,-8,0,-0.7229,-0.2071,0,12.2,0,4046.2427,4122.5352
155.6,124.9739,13,-0.2476,0.4488,-0.5425,-99.3413,-4.0287,331.1819,3.2,0.11,493.7184,10.90134793,77.05344288,39.0796,3.8203,72321,0,5553,124,3,79.5,36.4,36.4,72.1,4.81,-0.38,98,-1,0,-7.9242,0,0.5806,-0.0523,0,12.2,0,4047.9717,4124.2505
155.65,125.7535,13,-0.2428,0.43,-0.5609,-99.5105,-3.9264,331.112,3.2,0.11,509.7401,10.90134532,77.05342699,39.0571,3.8208,72321,0,5595.5967,124.9194,3,79.5,36.4,36.4,72.1,4.8132,-0.38,98,-1,0,-7.1667,0,0.6867,-0.075,0,12.2,0,4049.7134,4125.9937
155.7,126.425,13,-0.2399,0.4157,-0.5759,-99.7601,-3.857,331.0453,3.2,0.11,521.6767,10.90134269,77.05341101,39.0346,3.8213,72321,0,5692,127,3,79.5,36.4,36.4,72.1,4.829,-0.1745,98.7903,-1,0,-7,0,0.71,-0.08,0,12.2,0,4051.4648,4127.7368
155.75,127.2555,13,-0.2193,0.4238,-0.5788,-99.9016,-3.5053,331.0005,3.2,0.11,577.7921,10.90133989,77.05339493,39.0121,3.8218,72321,0,5692,127,3,79.5,36.4,36.4,72.1,4.8759,-0.129,99,-1,0,-7,0,0.3248,-0.2216,0,12.2,0,4053.2263,4129.5059
155.8,128.0596,13,-0.2191,0.4374,-0.5963,-100.0354,-3.4816,330.9346,3.2,0.11,585.3942,10.90133713,77.05337864,38.9896,3.8222,72321,0,5697.7998,127.7733,3,79.5,36.4,36.4,72.1,4.91,-0.14,99,-1,0,-7,0,-0.3887,-0.4838,0,12.2,0,4054.9985,4131.2754
155.85,128.6831,13,-0.2083,0.4267,-0.6098,-100.2524,-3.2891,330.8682,3.2,0.11,622.6701,10.90133431,77.05336243,38.9686,3.8222,72321,0,5707,129,3,79.5,36.4,36.4,72.1,4.91,-0.14,99,-1,0,-7,0,-0.46,-0.51,0,12.2388,0,4056.7822,4133.0586
155.9,129.2846,13,-0.226,0.408,-0.6365,-100.4759,-3.5485,330.8009,3.2,0.11,579.8641,10.90133132,77.05334618,38.9483,3.8219,72321,0,5707,129,3,79.5,36.4,36.4,72.1,4.91,-0.14,99,-1,0,-7,0,-0.46,-0.51,0,12.3,0,4058.5737,4134.8418
155.95,130.0561,13,-0.244,0.3889,-0.6335,-100.7005,-3.8091,330.7535,3.2,0.11,543.408,10.90132837,77.05332976,38.9281,3.8215,72321,0,5760.0884,129.5588,3,79.7794,36.4833,36.4833,72.1417,4.9142,-0.107,98.7463,-1,0,-7,0,-0.4611,-0.4951,0,12.3,0,4060.3743,4136.6406
156,130.7216,13,-0.2504,0.3854,-0.6336,-100.8133,-3.8889,330.7129,3.2,0.11,534.9868,10.90132525,77.05331336,38.9079,3.8212,72321,0,5802,130,3,80,36.6,36.6,72.2,4.92,-0.01,98,-1,0,-7,0,-0.4683,-0.4023,0,12.3,0,4062.1848,4138.439
156.05,131.5184,13,-0.2426,0.3858,-0.6228,-100.9418,-3.7485,330.6726,3.2,0.11,558.4113,10.9013221,77.05329676,38.8877,3.8208,72321,0,5808.1904,130.3175,3,80,36.6,36.6,72.2,4.92,-0.0987,98,-9.871,0,-6.3968,0,0.0729,-0.0663,0,12.3,0,4064.0063,4140.2578
156.1,132.3297,13,-0.2409,0.3924,-0.6237,-101.1057,-3.7026,330.6291,3.2,0.11,568.8193,10.90131886,77.0532801,38.8674,3.8205,72321,0,5839.1431,131.9048,3,80,36.6,36.6,72.2,4.9437,-0.12,98,-12,0,-6,0,0.43,0.14,0,12.3,0,4065.8391,4142.0767
156.15,132.891,13,-0.2445,0.3919,-0.6257,-101.3798,-3.7391,330.5922,3.2,0.11,565.6469,10.90131561,77.05326339,38.8472,3.8202,72321,0,5926.0146,134.0735,3,80,36.6,36.6,72.2,4.961,-0.2374,98,-7.6957,0,-6.1667,0,0.3283,0.0433,0,12.3,0,4067.6809,4143.9297
156.2,133.425,13,-0.2367,0.3789,-0.6172,-101.6168,-3.6012,330.5534,3.2,0.11,589.6662,10.90131226,77.05324668,38.827,3.8198,72321,0,5964,135,3,80,36.6,36.6,72.2,4.97,-0.42,98,-1,0,-7,0,-0.18,-0.44,0,12.3,0,4069.5298,4145.7832
156.25,134.0874,13,-0.2153,0.3838,-0.6222,-101.7496,-3.2585,330.4971,3.2,0.11,654.9221,10.90130876,77.05322989,38.8068,3.8195,72321,0,5979.2241,135.2537,3,80,36.6,36.6,72.2,4.9803,-0.42,98,-1,0,-7,0,-0.18,-0.44,0,12.3,0,4071.3879,4147.665
156.3,134.8531,13,-0.2027,0.376,-0.6202,-101.9436,-3.0531,330.4624,3.2,0.11,702.9691,10.90130519,77.05321296,38.7865,3.8191,72321,0,6024,136,3,80,36.6,36.6,72.2,5.0446,-0.449,98,-1,0,-7,0,-0.4876,-0.578,0,12.2785,0,4073.2559,4149.5474
156.35,135.5129,13,-0.1995,0.3663,-0.6235,-101.9713,-2.9898,330.4154,3.2,0.11,721.3627,10.90130171,77.05319593,38.7663,3.8188,72321,0,6024,136,3,80,36.6,36.6,72.2,5.06,-0.47,98,-1,0,-7,0,-0.96,-0.79,0,12.2152,0,4075.1333,4151.437
156.4,136.1737,13,-0.1817,0.3627,-0.6264,-102.1044,-2.71,330.3668,3.2,0.11,799.7314,10.90129812,77.05317895,38.7461,3.8185,72321,0,6027.9482,136.1039,3,80,36.6,36.6,72.2,5.06,-0.47,98,-1,0,-7,0,-0.96,-0.79,0,12.2,0,4077.0195,4153.3267
156.45,136.9059,13,-0.1404,0.363,-0.6386,-102.2671,-2.0839,330.3221,3.2,0.11,1045.5811,10.90129443,77.0531618,38.7259,3.8181,72321,0,6052.6235,136.7533,3,80,36.7875,36.7875,72.2625,5.0662,-0.4844,98.4815,-1,0,-6.4085,0,-0.747,-0.7427,0,12.2,0,4078.9165,4155.2231
156.5,137.4137,13,-0.0857,0.3491,-0.6488,-102.3321,-1.2674,330.2722,3.2,0.1155,1725.6469,10.90129073,77.05314463,38.7056,3.8178,72321,0,6062,137,3,80,36.9,36.9,72.3,5.07,-0.4726,98.8857,-1,0,-5,0,-0.24,-0.63,0,12.2,0,4080.8218,4157.1196
156.55,137.9397,13,-0.0439,0.3469,-0.6565,-102.3533,-0.6463,330.2249,3.2,0.12,3396.8025,10.90128705,77.05312741,38.6854,3.8174,72321,0,6071.3696,137.1233,3,80,36.9,36.9,72.3,5.07,-0.3011,98.1714,-1,0,-3.125,0,-0.4775,-1.2675,0,12.2,0,4082.7336,4159.0283
156.6,138.618,13,-0.0299,0.3473,-0.6596,-102.4342,-0.4373,330.172,3.2,0.12,5045.0425,10.90128336,77.05311011,38.6652,3.8171,72321,0,6123.4248,137.8082,3,80,36.9,36.9,72.3,5.07,-0.26,98,-1,0,-2,0,-0.62,-1.65,0,12.2,0,4084.6536,4160.9365
156.65,139.2822,13,-0.0296,0.3298,-0.6795,-102.5015,-0.4315,330.1004,3.2,0.12,5137.3286,10.90127957,77.05309265,38.645,3.8168,72321,0,5745.8184,139.6364,3,80,36.9,36.9,72.3,5.0738,-0.26,98,-63.303,0,-2.0882,0,-0.5768,-1.3668,0,12.2,0,4086.584,4162.8726
